Code postal,Code mun.,Nom mun.,Statut,Code CLSC(Territoire),Nom CLSC(Territoire),CPCL%,Desc.
H1S0A1,66023,Montréal,V,06512,Saint-Léonard,100,LES JARDINS SAINT-LEONARD
H1S0A2,66023,Montréal,V,06512,Saint-Léonard,100,
H1S0A3,66023,Montréal,V,06512,Saint-Léonard,100,IMMEUBLE APPARTEMENTS
H1S0A4,66023,Montréal,V,06531,Rosemont,100,
H1S0A5,66023,Montréal,V,06512,Saint-Léonard,100,UPS STORE
H1S0A6,66023,Montréal,V,06512,Saint-Léonard,100,LE NOVELLO
H1S0A7,66023,Montréal,V,06512,Saint-Léonard,100,
H1S0A9,66023,Montréal,V,06512,Saint-Léonard,100,IMMEUBLE APPARTEMENTS
H1S0B1,66023,Montréal,V,06512,Saint-Léonard,100,IMMEUBLE 4720 JEAN-TALON EST
H1S0B2,66023,Montréal,V,06512,Saint-Léonard,100,PIAZZA VALENTINO
H1S0B3,66023,Montréal,V,06512,Saint-Léonard,100,
H1S0B4,66023,Montréal,V,06512,Saint-Léonard,100,IMMEUBLE 4740 JEAN-TALON E.
H1S0B5,66023,Montréal,V,06512,Saint-Léonard,100,EDIFICE VIGLIONE
H1S0B6,66023,Montréal,V,06512,Saint-Léonard,100,EDIFICE VIGLIONE
H1S0B7,66023,Montréal,V,06512,Saint-Léonard,100,
H1S0B8,66023,Montréal,V,06512,Saint-Léonard,100,IMMEUBLE 5445 RUE MEUDON
H1S0B9,66023,Montréal,V,06512,Saint-Léonard,100,
H1S0C1,66023,Montréal,V,06512,Saint-Léonard,100,
H1S0C2,66023,Montréal,V,06512,Saint-Léonard,100,
H1S0C5,66023,Montréal,V,06512,Saint-Léonard,100,IMMEUBLE
H1S0C6,66023,Montréal,V,06512,Saint-Léonard,100,
H1S0C7,66023,Montréal,V,06512,Saint-Léonard,100,IMMEUBLE APPARTEMENTS
H1S0C8,66023,Montréal,V,06512,Saint-Léonard,100,
H1S0C9,66023,Montréal,V,06512,Saint-Léonard,100,
H1S0E1,66023,Montréal,V,06512,Saint-Léonard,100,
H1S0E2,66023,Montréal,V,06512,Saint-Léonard,100,NEO CONDO
H1S1A1,66023,Montréal,V,06512,Saint-Léonard,100,
H1S1A2,66023,Montréal,V,06512,Saint-Léonard,100,
H1S1A4,66023,Montréal,V,06512,Saint-Léonard,100,
H1S1A5,66023,Montréal,V,06512,Saint-Léonard,100,SEDUCTION
H1S1A6,66023,Montréal,V,06512,Saint-Léonard,100,
H1S1A7,66023,Montréal,V,06512,Saint-Léonard,100,
H1S1A9,66023,Montréal,V,06512,Saint-Léonard,100,
H1S1B1,66023,Montréal,V,06512,Saint-Léonard,100,EDIFICE FOR-FAR
H1S1B3,66023,Montréal,V,06512,Saint-Léonard,100,
H1S1B4,66023,Montréal,V,06512,Saint-Léonard,100,
H1S1B5,66023,Montréal,V,06512,Saint-Léonard,100,
H1S1B6,66023,Montréal,V,06512,Saint-Léonard,100,
H1S1B7,66023,Montréal,V,06512,Saint-Léonard,100,
H1S1B8,66023,Montréal,V,06512,Saint-Léonard,100,
H1S1B9,66023,Montréal,V,06512,Saint-Léonard,100,
H1S1C1,66023,Montréal,V,06512,Saint-Léonard,100,
H1S1C2,66023,Montréal,V,06512,Saint-Léonard,100,
H1S1C3,66023,Montréal,V,06512,Saint-Léonard,100,
H1S1C4,66023,Montréal,V,06512,Saint-Léonard,100,
H1S1C5,66023,Montréal,V,06512,Saint-Léonard,100,
H1S1C6,66023,Montréal,V,06512,Saint-Léonard,100,
H1S1C7,66023,Montréal,V,06512,Saint-Léonard,100,
H1S1C8,66023,Montréal,V,06512,Saint-Léonard,100,
H1S1C9,66023,Montréal,V,06512,Saint-Léonard,100,
H1S1E1,66023,Montréal,V,06512,Saint-Léonard,100,
H1S1E2,66023,Montréal,V,06512,Saint-Léonard,100,
H1S1E3,66023,Montréal,V,06512,Saint-Léonard,100,
H1S1E4,66023,Montréal,V,06512,Saint-Léonard,100,
H1S1E5,66023,Montréal,V,06512,Saint-Léonard,100,
H1S1E6,66023,Montréal,V,06512,Saint-Léonard,100,
H1S1E7,66023,Montréal,V,06512,Saint-Léonard,100,
H1S1E8,66023,Montréal,V,06512,Saint-Léonard,100,
H1S1E9,66023,Montréal,V,06512,Saint-Léonard,100,
H1S1G1,66023,Montréal,V,06512,Saint-Léonard,100,
H1S1G2,66023,Montréal,V,06512,Saint-Léonard,100,
H1S1G3,66023,Montréal,V,06512,Saint-Léonard,100,
H1S1G4,66023,Montréal,V,06512,Saint-Léonard,100,
H1S1G5,66023,Montréal,V,06512,Saint-Léonard,100,
H1S1G6,66023,Montréal,V,06512,Saint-Léonard,100,
H1S1G7,66023,Montréal,V,06512,Saint-Léonard,100,
H1S1G8,66023,Montréal,V,06512,Saint-Léonard,100,
H1S1G9,66023,Montréal,V,06512,Saint-Léonard,100,
H1S1H1,66023,Montréal,V,06512,Saint-Léonard,100,
H1S1H2,66023,Montréal,V,06512,Saint-Léonard,100,
H1S1H4,66023,Montréal,V,06512,Saint-Léonard,100,
H1S1H5,66023,Montréal,V,06512,Saint-Léonard,100,
H1S1H6,66023,Montréal,V,06512,Saint-Léonard,100,
H1S1H7,66023,Montréal,V,06512,Saint-Léonard,100,
H1S1H8,66023,Montréal,V,06512,Saint-Léonard,100,
H1S1H9,66023,Montréal,V,06512,Saint-Léonard,100,
H1S1J1,66023,Montréal,V,06512,Saint-Léonard,100,
H1S1J2,66023,Montréal,V,06512,Saint-Léonard,100,
H1S1J3,66023,Montréal,V,06512,Saint-Léonard,100,
H1S1J4,66023,Montréal,V,06512,Saint-Léonard,100,
H1S1J5,66023,Montréal,V,06511,Saint-Michel,100,
H1S1J6,66023,Montréal,V,06511,Saint-Michel,100,
H1S1J7,66023,Montréal,V,06512,Saint-Léonard,100,
H1S1J8,66023,Montréal,V,06512,Saint-Léonard,100,CENTRE D'ACHAT PIE 1X
H1S1J9,66023,Montréal,V,06512,Saint-Léonard,87,
H1S1J9,66023,Montréal,V,06511,Saint-Michel,13,
H1S1K1,66023,Montréal,V,06512,Saint-Léonard,100,
H1S1K2,66023,Montréal,V,06512,Saint-Léonard,100,
H1S1K3,66023,Montréal,V,06512,Saint-Léonard,100,
H1S1K4,66023,Montréal,V,06512,Saint-Léonard,100,
H1S1K5,66023,Montréal,V,06512,Saint-Léonard,100,
H1S1K6,66023,Montréal,V,06512,Saint-Léonard,100,
H1S1K7,66023,Montréal,V,06512,Saint-Léonard,100,
H1S1K8,66023,Montréal,V,06512,Saint-Léonard,100,
H1S1K9,66023,Montréal,V,06512,Saint-Léonard,100,
H1S1L1,66023,Montréal,V,06512,Saint-Léonard,100,
H1S1L2,66023,Montréal,V,06512,Saint-Léonard,100,
H1S1L3,66023,Montréal,V,06512,Saint-Léonard,100,
H1S1L4,66023,Montréal,V,06512,Saint-Léonard,100,
H1S1L5,66023,Montréal,V,06512,Saint-Léonard,100,
H1S1L6,66023,Montréal,V,06512,Saint-Léonard,100,
H1S1L7,66023,Montréal,V,06512,Saint-Léonard,100,
H1S1L8,66023,Montréal,V,06512,Saint-Léonard,100,
H1S1L9,66023,Montréal,V,06512,Saint-Léonard,100,
H1S1M1,66023,Montréal,V,06512,Saint-Léonard,100,
H1S1M2,66023,Montréal,V,06512,Saint-Léonard,100,
H1S1M3,66023,Montréal,V,06512,Saint-Léonard,100,
H1S1M4,66023,Montréal,V,06512,Saint-Léonard,100,
H1S1M5,66023,Montréal,V,06512,Saint-Léonard,100,
H1S1M6,66023,Montréal,V,06512,Saint-Léonard,100,
H1S1M7,66023,Montréal,V,06512,Saint-Léonard,100,
H1S1M8,66023,Montréal,V,06512,Saint-Léonard,100,
H1S1M9,66023,Montréal,V,06512,Saint-Léonard,100,
H1S1N1,66023,Montréal,V,06512,Saint-Léonard,100,
H1S1N2,66023,Montréal,V,06512,Saint-Léonard,100,
H1S1N3,66023,Montréal,V,06512,Saint-Léonard,100,
H1S1N4,66023,Montréal,V,06512,Saint-Léonard,100,
H1S1N5,66023,Montréal,V,06512,Saint-Léonard,100,
H1S1N6,66023,Montréal,V,06512,Saint-Léonard,100,
H1S1N7,66023,Montréal,V,06512,Saint-Léonard,100,
H1S1N8,66023,Montréal,V,06512,Saint-Léonard,100,
H1S1N9,66023,Montréal,V,06512,Saint-Léonard,100,
H1S1P1,66023,Montréal,V,06512,Saint-Léonard,100,
H1S1P2,66023,Montréal,V,06512,Saint-Léonard,100,
H1S1P3,66023,Montréal,V,06512,Saint-Léonard,100,
H1S1P4,66023,Montréal,V,06512,Saint-Léonard,100,
H1S1P5,66023,Montréal,V,06512,Saint-Léonard,100,
H1S1P6,66023,Montréal,V,06512,Saint-Léonard,100,
H1S1P7,66023,Montréal,V,06512,Saint-Léonard,100,
H1S1P8,66023,Montréal,V,06512,Saint-Léonard,100,
H1S1P9,66023,Montréal,V,06512,Saint-Léonard,100,
H1S1R1,66023,Montréal,V,06512,Saint-Léonard,100,
H1S1R2,66023,Montréal,V,06512,Saint-Léonard,100,
H1S1R3,66023,Montréal,V,06512,Saint-Léonard,100,
H1S1R4,66023,Montréal,V,06512,Saint-Léonard,100,
H1S1R5,66023,Montréal,V,06512,Saint-Léonard,100,
H1S1R6,66023,Montréal,V,06512,Saint-Léonard,100,
H1S1R7,66023,Montréal,V,06512,Saint-Léonard,100,
H1S1R8,66023,Montréal,V,06512,Saint-Léonard,100,
H1S1R9,66023,Montréal,V,06512,Saint-Léonard,100,
H1S1S1,66023,Montréal,V,06512,Saint-Léonard,100,
H1S1S2,66023,Montréal,V,06512,Saint-Léonard,100,
H1S1S3,66023,Montréal,V,06512,Saint-Léonard,100,
H1S1S4,66023,Montréal,V,06512,Saint-Léonard,100,
H1S1S5,66023,Montréal,V,06512,Saint-Léonard,100,
H1S1S6,66023,Montréal,V,06512,Saint-Léonard,100,
H1S1S7,66023,Montréal,V,06512,Saint-Léonard,100,
H1S1S8,66023,Montréal,V,06512,Saint-Léonard,100,
H1S1S9,66023,Montréal,V,06512,Saint-Léonard,100,
H1S1T1,66023,Montréal,V,06512,Saint-Léonard,100,
H1S1T2,66023,Montréal,V,06512,Saint-Léonard,100,
H1S1T3,66023,Montréal,V,06531,Rosemont,100,
H1S1T4,66023,Montréal,V,06512,Saint-Léonard,100,
H1S1T5,66023,Montréal,V,06531,Rosemont,100,
H1S1T6,66023,Montréal,V,06512,Saint-Léonard,100,
H1S1T7,66023,Montréal,V,06512,Saint-Léonard,100,
H1S1T8,66023,Montréal,V,06512,Saint-Léonard,100,
H1S1T9,66023,Montréal,V,06512,Saint-Léonard,100,
H1S1V1,66023,Montréal,V,06512,Saint-Léonard,100,
H1S1V2,66023,Montréal,V,06531,Rosemont,100,
H1S1V3,66023,Montréal,V,06512,Saint-Léonard,100,
H1S1V4,66023,Montréal,V,06512,Saint-Léonard,100,
H1S1V5,66023,Montréal,V,06512,Saint-Léonard,100,
H1S1V6,66023,Montréal,V,06512,Saint-Léonard,100,
H1S1V7,66023,Montréal,V,06512,Saint-Léonard,100,CENTRE D'ACHAT LANGELIER
H1S1V9,66023,Montréal,V,06512,Saint-Léonard,100,
H1S1W1,66023,Montréal,V,06512,Saint-Léonard,100,
H1S1W2,66023,Montréal,V,06512,Saint-Léonard,100,
H1S1W3,66023,Montréal,V,06512,Saint-Léonard,100,
H1S1W4,66023,Montréal,V,06512,Saint-Léonard,100,
H1S1W5,66023,Montréal,V,06512,Saint-Léonard,100,
H1S1W6,66023,Montréal,V,06512,Saint-Léonard,100,
H1S1W7,66023,Montréal,V,06512,Saint-Léonard,100,
H1S1W8,66023,Montréal,V,06512,Saint-Léonard,100,
H1S1W9,66023,Montréal,V,06512,Saint-Léonard,100,
H1S1X1,66023,Montréal,V,06512,Saint-Léonard,100,
H1S1X2,66023,Montréal,V,06512,Saint-Léonard,100,
H1S1X3,66023,Montréal,V,06512,Saint-Léonard,100,
H1S1X4,66023,Montréal,V,06512,Saint-Léonard,100,
H1S1X5,66023,Montréal,V,06512,Saint-Léonard,100,
H1S1X6,66023,Montréal,V,06512,Saint-Léonard,100,
H1S1X7,66023,Montréal,V,06512,Saint-Léonard,100,
H1S1X8,66023,Montréal,V,06512,Saint-Léonard,100,
H1S1X9,66023,Montréal,V,06512,Saint-Léonard,100,
H1S1Y1,66023,Montréal,V,06512,Saint-Léonard,100,
H1S1Y2,66023,Montréal,V,06512,Saint-Léonard,100,
H1S1Y3,66023,Montréal,V,06512,Saint-Léonard,100,
H1S1Y4,66023,Montréal,V,06512,Saint-Léonard,100,
H1S1Y5,66023,Montréal,V,06512,Saint-Léonard,100,
H1S1Y6,66023,Montréal,V,06512,Saint-Léonard,100,
H1S1Y7,66023,Montréal,V,06512,Saint-Léonard,100,
H1S1Y8,66023,Montréal,V,06512,Saint-Léonard,100,
H1S1Y9,66023,Montréal,V,06512,Saint-Léonard,100,
H1S1Z1,66023,Montréal,V,06512,Saint-Léonard,100,
H1S1Z2,66023,Montréal,V,06512,Saint-Léonard,100,
H1S1Z3,66023,Montréal,V,06512,Saint-Léonard,100,
H1S1Z4,66023,Montréal,V,06512,Saint-Léonard,100,
H1S1Z5,66023,Montréal,V,06512,Saint-Léonard,100,
H1S1Z6,66023,Montréal,V,06512,Saint-Léonard,100,
H1S1Z7,66023,Montréal,V,06512,Saint-Léonard,100,
H1S1Z8,66023,Montréal,V,06512,Saint-Léonard,100,
H1S1Z9,66023,Montréal,V,06512,Saint-Léonard,100,
H1S2A1,66023,Montréal,V,06512,Saint-Léonard,100,
H1S2A2,66023,Montréal,V,06512,Saint-Léonard,100,VILLA LATELLA MONT-CARMEL
H1S2A3,66023,Montréal,V,06512,Saint-Léonard,100,
H1S2A4,66023,Montréal,V,06512,Saint-Léonard,100,
H1S2A5,66023,Montréal,V,06512,Saint-Léonard,100,
H1S2A6,66023,Montréal,V,06512,Saint-Léonard,100,
H1S2A7,66023,Montréal,V,06512,Saint-Léonard,100,
H1S2A8,66023,Montréal,V,06512,Saint-Léonard,100,
H1S2A9,66023,Montréal,V,06531,Rosemont,100,
H1S2B1,66023,Montréal,V,06512,Saint-Léonard,100,
H1S2B2,66023,Montréal,V,06512,Saint-Léonard,100,
H1S2B3,66023,Montréal,V,06512,Saint-Léonard,100,
H1S2B4,66023,Montréal,V,06512,Saint-Léonard,100,
H1S2B5,66023,Montréal,V,06512,Saint-Léonard,100,
H1S2B6,66023,Montréal,V,06512,Saint-Léonard,100,
H1S2B7,66023,Montréal,V,06512,Saint-Léonard,100,
H1S2B8,66023,Montréal,V,06512,Saint-Léonard,100,
H1S2B9,66023,Montréal,V,06512,Saint-Léonard,100,
H1S2C1,66023,Montréal,V,06512,Saint-Léonard,100,
H1S2C2,66023,Montréal,V,06512,Saint-Léonard,100,
H1S2C3,66023,Montréal,V,06531,Rosemont,100,
H1S2C4,66023,Montréal,V,06531,Rosemont,100,
H1S2C5,66023,Montréal,V,06531,Rosemont,100,
H1S2C6,66023,Montréal,V,06531,Rosemont,100,
H1S2C7,66023,Montréal,V,06512,Saint-Léonard,100,
H1S2C8,66023,Montréal,V,06512,Saint-Léonard,100,
H1S2C9,66023,Montréal,V,06531,Rosemont,100,
H1S2E1,66023,Montréal,V,06531,Rosemont,100,
H1S2E2,66023,Montréal,V,06512,Saint-Léonard,100,
H1S2E3,66023,Montréal,V,06512,Saint-Léonard,100,
H1S2E4,66023,Montréal,V,06512,Saint-Léonard,100,
H1S2E5,66023,Montréal,V,06512,Saint-Léonard,100,
H1S2E6,66023,Montréal,V,06512,Saint-Léonard,100,
H1S2E7,66023,Montréal,V,06512,Saint-Léonard,100,
H1S2E8,66023,Montréal,V,06512,Saint-Léonard,100,
H1S2E9,66023,Montréal,V,06531,Rosemont,100,
H1S2G1,66023,Montréal,V,06531,Rosemont,100,
H1S2G2,66023,Montréal,V,06512,Saint-Léonard,100,
H1S2G3,66023,Montréal,V,06512,Saint-Léonard,100,
H1S2G4,66023,Montréal,V,06512,Saint-Léonard,100,
H1S2G5,66023,Montréal,V,06512,Saint-Léonard,100,
H1S2G6,66023,Montréal,V,06512,Saint-Léonard,100,
H1S2G7,66023,Montréal,V,06512,Saint-Léonard,100,
H1S2G8,66023,Montréal,V,06512,Saint-Léonard,100,
H1S2G9,66023,Montréal,V,06512,Saint-Léonard,100,
H1S2H1,66023,Montréal,V,06512,Saint-Léonard,100,
H1S2H2,66023,Montréal,V,06512,Saint-Léonard,100,
H1S2H3,66023,Montréal,V,06512,Saint-Léonard,100,
H1S2H4,66023,Montréal,V,06512,Saint-Léonard,100,
H1S2H5,66023,Montréal,V,06512,Saint-Léonard,100,
H1S2H6,66023,Montréal,V,06512,Saint-Léonard,100,
H1S2H7,66023,Montréal,V,06512,Saint-Léonard,100,
H1S2H8,66023,Montréal,V,06512,Saint-Léonard,100,
H1S2H9,66023,Montréal,V,06512,Saint-Léonard,100,
H1S2J1,66023,Montréal,V,06512,Saint-Léonard,100,
H1S2J2,66023,Montréal,V,06512,Saint-Léonard,100,
H1S2J3,66023,Montréal,V,06512,Saint-Léonard,100,
H1S2J4,66023,Montréal,V,06512,Saint-Léonard,100,
H1S2J5,66023,Montréal,V,06512,Saint-Léonard,100,
H1S2J6,66023,Montréal,V,06512,Saint-Léonard,100,
H1S2J7,66023,Montréal,V,06512,Saint-Léonard,100,
H1S2J8,66023,Montréal,V,06512,Saint-Léonard,100,
H1S2J9,66023,Montréal,V,06512,Saint-Léonard,100,
H1S2K1,66023,Montréal,V,06512,Saint-Léonard,100,
H1S2K2,66023,Montréal,V,06512,Saint-Léonard,100,
H1S2K3,66023,Montréal,V,06512,Saint-Léonard,100,
H1S2K4,66023,Montréal,V,06512,Saint-Léonard,100,
H1S2K5,66023,Montréal,V,06512,Saint-Léonard,100,
H1S2K6,66023,Montréal,V,06512,Saint-Léonard,100,
H1S2K7,66023,Montréal,V,06512,Saint-Léonard,100,
H1S2K8,66023,Montréal,V,06512,Saint-Léonard,100,
H1S2K9,66023,Montréal,V,06512,Saint-Léonard,100,
H1S2L1,66023,Montréal,V,06512,Saint-Léonard,100,
H1S2L2,66023,Montréal,V,06512,Saint-Léonard,100,
